策略,total_return,CAGR,vol,sharpe,max_drawdown,win_rate
momentum_voltarget,4.2904179854278555,0.25863870558910884,0.15891350872341728,1.5276745883788272,-0.15583135146410598,0.566027397260274
momentum_voltarget+risk,3.4470776071467126,0.22881803342055185,0.1549358566586535,1.4079650741944236,-0.15738089220867857,0.5452054794520548
momentum,18.51762111188092,0.5072488887021662,0.3356246437417622,1.3916810061929352,-0.3715556607974687,0.5665753424657535
momentum+risk,7.2733217879998,0.33879861439646164,0.2817067299601357,1.177404537851093,-0.3340189912776981,0.5452054794520548
multi_factor,6.429110202059272,0.31904879750320436,0.2441720129811559,1.2573303267003921,-0.3123502167791429,0.5764383561643835
multi_factor+risk,3.27712446274069,0.22222408064754595,0.2191482431362099,1.026066606780726,-0.23738952870785646,0.5567123287671233
BENCH_SPY,1.9379286257536057,0.1604546159741953,0.19598930174799747,0.8577363677200893,-0.3371727297052126,0.555068493150685
