Date,strategy,benchmark
2021-03-10,2.0519729625221363,1.6163164511115662
2021-03-11,2.0860601373879457,1.6327048770857873
2021-03-12,2.0919090342554596,1.6349037009795375
2021-03-15,2.115151106225609,1.6446536291338814
2021-03-16,2.1002721306014043,1.6425788435521926
2021-03-17,2.112493660769067,1.6481802885985284
2021-03-18,2.0685946750579056,1.6241995482666143
2021-03-19,2.080014364567982,1.6211946113513844
2021-03-22,2.088975428105228,1.634139478089763
2021-03-23,2.0530178913362267,1.6212777115801886
2021-03-24,2.0360127687777103,1.6130355561533833
2021-03-25,2.0549501018801206,1.6221102099443654
2021-03-26,2.0970047212452765,1.648250196155984
2021-03-29,2.0743732192004787,1.6474179698056495
2021-03-30,2.082675452995891,1.6430471153816095
2021-03-31,2.0944328816320072,1.6497071022950234
2021-04-01,2.124937112135587,1.6675225128856377
2021-04-05,2.141408643740224,1.6914564668366865
2021-04-06,2.1459634584681697,1.6904577680149009
2021-04-07,2.137932876060394,1.6924136835475303
2021-04-08,2.1471653153887003,1.7004473403642586
2021-04-09,2.158597771561859,1.7128098254664006
2021-04-12,2.158967803028193,1.713434777268948
2021-04-13,2.1646707048151645,1.7185123236551287
2021-04-14,2.167631473190528,1.712643489001871
2021-04-15,2.186748507795423,1.731041689249485
2021-04-16,2.193749883815881,1.7368275596808598
2021-04-19,2.1762055840462193,1.728294349442857
2021-04-20,2.149519667268176,1.7156405375156758
2021-04-21,2.1802141822894936,1.7318739155998197
2021-04-22,2.170229182660111,1.7160568547012247
2021-04-23,2.199465252123417,1.7346628735243106
2021-04-26,2.2134979698807107,1.7382839217922146
2021-04-27,2.2172777749326196,1.7379093587314496
2021-04-28,2.214865148951455,1.7374103493378594
2021-04-29,2.21983717627734,1.7484821287585706
2021-04-30,2.194724171642366,1.7369938961453895
2021-05-03,2.2054461141777244,1.7407402067876454
2021-05-04,2.188176201306055,1.730000964289073
2021-05-05,2.194372091437825,1.7305421358282105
2021-05-06,2.194933264377376,1.744361527069392
2021-05-07,2.229231719725694,1.7570568211075148
2021-05-10,2.201819957363553,1.7396578637093707
2021-05-11,2.186429787502807,1.7241317216150518
2021-05-12,2.1273861802483527,1.687502337618959
2021-05-13,2.147047438771781,1.7077734891773193
2021-05-14,2.1952121975951204,1.7339968476315841
2021-05-17,2.194820426076696,1.7295846471035237
2021-05-18,2.1778082232559695,1.7146830487909888
2021-05-19,2.1691035522709883,1.7101876120272028
2021-05-20,2.194025234290348,1.728585676267896
2021-05-21,2.1951619018324613,1.7271705242536401
2021-05-24,2.2141786419575076,1.7447777082480194
2021-05-25,2.2065203919683105,1.7409062712383327
2021-05-26,2.222245501870863,1.7443615270693915
2021-05-27,2.2381700848343553,1.7452768536485304
2021-05-28,2.2406210670387847,1.748399164536687
2021-06-01,2.2541930163794053,1.7468588861550007
2021-06-02,2.2569137263527246,1.7496062259616287
2021-06-03,2.2498400792529516,1.7431127115196658
2021-06-04,2.26788355572123,1.7590547627787703
2021-06-07,2.2717983636927763,1.7573478759187118
2021-06-08,2.2783769098740407,1.7577228470002402
2021-06-09,2.2649866452367413,1.7551004975541216
2021-06-10,2.2705757971075173,1.7632588727175171
2021-06-11,2.280721938793065,1.7661726849955965
2021-06-14,2.2756699376557443,1.7701270862271663
2021-06-15,2.271595685658763,1.766880601020027
2021-06-16,2.262155333500096,1.7570152029896522
2021-06-17,2.24697348757546,1.756432277325731
2021-06-18,2.214485317151529,1.7327376955558538
2021-06-21,2.256316919859412,1.757543181857441
2021-06-22,2.2654514376264436,1.7669397640307145
2021-06-23,2.267677245738276,1.7648098956459721
2021-06-24,2.2882851928989756,1.7752500589250013
2021-06-25,2.3011987340943665,1.7815557478088972
2021-06-28,2.2951897039347204,1.7851472825749184
2021-06-29,2.296056829314538,1.7861077634518692
2021-06-30,2.299966597678065,1.7876110479510108
2021-07-01,2.3138405457587563,1.797508407607849
2021-07-02,2.3193079265428977,1.8112476907724908
2021-07-06,2.299790441323654,1.8079487068937992
2021-07-07,2.2997753689453977,1.8143381760411053
2021-07-08,2.2753807346355153,1.7995547677430237
2021-07-09,2.313085569940269,1.8187647933028046
2021-07-12,2.320355542547967,1.8252792528106203
2021-07-13,2.299980200316645,1.8190570721762922
2021-07-14,2.2864122246572975,1.8217714983080093
2021-07-15,2.272550685294231,1.8155490456598389
2021-07-16,2.250290038004334,1.801308440983948
2021-07-19,2.2134922853089685,1.7747071192958896
2021-07-20,2.259055096899902,1.8001391894830774
2021-07-21,2.2905083190206517,1.8147139631641602
2021-07-22,2.2872457105477055,1.8185141325471796
2021-07-23,2.3065494141220158,1.8372227005887902
2021-07-26,2.313925474837047,1.8417330981138995
2021-07-27,2.302404107231536,1.833339294970045
2021-07-28,2.312826379506186,1.8325873127031715
2021-07-29,2.3320433313441056,1.8401876514692108
2021-07-30,2.3237267188397057,1.8312511807100869
2021-08-02,2.3204673196935413,1.8274089851884412
2021-08-03,2.341813720835233,1.8422760377430116
2021-08-04,2.324655281736377,1.8332138965887725
2021-08-05,2.344015820748934,1.844823447375593
2021-08-06,2.3539713797945514,1.8478720425125021
2021-08-09,2.3526267006618005,1.8463684859995184
2021-08-10,2.360840763901044,1.848665098869554
2021-08-11,2.370695297233966,1.853259004644231
2021-08-12,2.3711926302462447,1.8588128472681744
2021-08-13,2.3692394319663035,1.8621960194310396
2021-08-16,2.3630933418739475,1.8665806105541127
2021-08-17,2.341729392630406,1.854344883902455
2021-08-18,2.3219038584790743,1.8340492510982929
2021-08-19,2.310837989665702,1.8368888035974402
2021-08-20,2.328841263892859,1.8515050593894649
2021-08-23,2.3574242286108227,1.8677916161797667
2021-08-24,2.3716251632079817,1.8707567030671084
2021-08-25,2.385042844356148,1.874682406838322
2021-08-26,2.366432261072312,1.8636159316875347
2021-08-27,2.3994323270069686,1.8802781395939707
2021-08-30,2.3965548632620655,1.8885469523773157
2021-08-31,2.3961464745936496,1.885749154002952
2021-09-01,2.3930061253919357,1.8867509809839234
2021-09-02,2.411882922356441,1.8925561643980968
2021-09-03,2.4071313481350067,1.8920965970116317
2021-09-07,2.3902277205428133,1.8853312047343496
2021-09-08,2.3790297942586522,1.8830344558573926
2021-09-09,2.3754894951127117,1.8749748217187305
2021-09-10,2.3631620396205024,1.8601911414068066
2021-09-13,2.3716901249700726,1.864951791666777
2021-09-14,2.3540578045120175,1.8548876875246456
2021-09-15,2.38261844596832,1.8703810519509745
2021-09-16,2.382121463682443,1.8674161010705541
2021-09-17,2.3654148588397823,1.8492254473845693
2021-09-20,2.320049889495652,1.818390910276645
2021-09-21,2.31856103969966,1.816673414876739
2021-09-22,2.3480939017689884,1.834394708677938
2021-09-23,2.3820539940620287,1.8566822988488267
2021-09-24,2.381497233104435,1.8597409584978988
2021-09-27,2.384746894271568,1.8544203677436766
2021-09-28,2.3403858572882474,1.8170504260620841
2021-09-29,2.337431731296374,1.820108949704235
2021-09-30,2.3091883960405415,1.7978624336235247
2021-10-01,2.333593736642565,1.8192288489176665
